Cluster = 0
Genus: senna 	 NumberInCluster: 3 	 PercentageInCluster: 0.058824
Genus: cordia 	 NumberInCluster: 1 	 PercentageInCluster: 0.043478
Genus: townsendia 	 NumberInCluster: 4 	 PercentageInCluster: 0.121212
Genus: fraxinus 	 NumberInCluster: 2 	 PercentageInCluster: 0.100000
Genus: actaea 	 NumberInCluster: 1 	 PercentageInCluster: 0.076923
Genus: eucnide 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: cuscuta 	 NumberInCluster: 9 	 PercentageInCluster: 0.120000
Genus: marina 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: monnina 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: castela 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: tetraneuris 	 NumberInCluster: 2 	 PercentageInCluster: 0.095238
Genus: amsonia 	 NumberInCluster: 3 	 PercentageInCluster: 0.115385
Genus: crossosoma 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: pentzia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: frasera 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Genus: lesquerella 	 NumberInCluster: 7 	 PercentageInCluster: 0.069307
Genus: ipomoea 	 NumberInCluster: 5 	 PercentageInCluster: 0.073529
Genus: ayenia 	 NumberInCluster: 2 	 PercentageInCluster: 0.222222
Genus: paraserianthes 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: aloysia 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: cuphea 	 NumberInCluster: 1 	 PercentageInCluster: 0.090909
Genus: cheilanthes 	 NumberInCluster: 4 	 PercentageInCluster: 0.121212
Genus: plagiobothrys 	 NumberInCluster: 3 	 PercentageInCluster: 0.042254
Genus: psacalium 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: stylosanthes 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: hesperocallis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: malvastrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: fremontodendron 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: silene 	 NumberInCluster: 7 	 PercentageInCluster: 0.046980
Genus: tragia 	 NumberInCluster: 3 	 PercentageInCluster: 0.187500
Genus: thymophylla 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Genus: justicia 	 NumberInCluster: 4 	 PercentageInCluster: 0.148148
Genus: alnus 	 NumberInCluster: 1 	 PercentageInCluster: 0.062500
Genus: fleischmannia 	 NumberInCluster: 2 	 PercentageInCluster: 0.500000
Genus: vauquelinia 	 NumberInCluster: 4 	 PercentageInCluster: 0.666667
Genus: viguiera 	 NumberInCluster: 3 	 PercentageInCluster: 0.250000
Genus: pediocactus 	 NumberInCluster: 3 	 PercentageInCluster: 0.300000
Genus: teucrium 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: stylocline 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: sporobolus 	 NumberInCluster: 1 	 PercentageInCluster: 0.023810
Genus: forestiera 	 NumberInCluster: 1 	 PercentageInCluster: 0.071429
Genus: cynara 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: echinochloa 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: crepis 	 NumberInCluster: 1 	 PercentageInCluster: 0.019608
Genus: aegopogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: sphinctospermum 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: monoptilon 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: petrophytum 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: hymenopappus 	 NumberInCluster: 3 	 PercentageInCluster: 0.103448
Genus: anisacanthus 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: prosopis 	 NumberInCluster: 2 	 PercentageInCluster: 0.153846
Genus: malacothrix 	 NumberInCluster: 1 	 PercentageInCluster: 0.037037
Genus: eriochloa 	 NumberInCluster: 3 	 PercentageInCluster: 0.200000
Genus: chromolaena 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: aspicarpa 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: jaltomata 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: cynanchum 	 NumberInCluster: 3 	 PercentageInCluster: 0.120000
Genus: gossypium 	 NumberInCluster: 1 	 PercentageInCluster: 0.166667
Genus: dichondra 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: tagetes 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: talinum 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: krigia 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: rumex 	 NumberInCluster: 2 	 PercentageInCluster: 0.027397
Genus: eremalche 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: mimosa 	 NumberInCluster: 3 	 PercentageInCluster: 0.090909
Genus: hedeoma 	 NumberInCluster: 6 	 PercentageInCluster: 0.250000
Genus: glandularia 	 NumberInCluster: 4 	 PercentageInCluster: 0.181818
Genus: arceuthobium 	 NumberInCluster: 4 	 PercentageInCluster: 0.181818
Genus: oenothera 	 NumberInCluster: 10 	 PercentageInCluster: 0.100000
Genus: cymopterus 	 NumberInCluster: 4 	 PercentageInCluster: 0.093023
Genus: sclerocactus 	 NumberInCluster: 4 	 PercentageInCluster: 0.173913
Genus: stellaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.022222
Genus: verbesina 	 NumberInCluster: 2 	 PercentageInCluster: 0.095238
Genus: acourtia 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: notholaena 	 NumberInCluster: 6 	 PercentageInCluster: 0.400000
Genus: oxytropis 	 NumberInCluster: 1 	 PercentageInCluster: 0.015152
Genus: coursetia 	 NumberInCluster: 3 	 PercentageInCluster: 0.500000
Genus: lotus 	 NumberInCluster: 13 	 PercentageInCluster: 0.158537
Genus: hoffmannseggia 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: euryops 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: polypogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: plantago 	 NumberInCluster: 1 	 PercentageInCluster: 0.021277
Genus: ceratonia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: proboscidea 	 NumberInCluster: 1 	 PercentageInCluster: 0.100000
Genus: pachycereus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: robinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: jacquemontia 	 NumberInCluster: 2 	 PercentageInCluster: 0.142857
Genus: setaria 	 NumberInCluster: 4 	 PercentageInCluster: 0.100000
Genus: stenocereus 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: jatropha 	 NumberInCluster: 3 	 PercentageInCluster: 0.142857
Genus: heliotropium 	 NumberInCluster: 2 	 PercentageInCluster: 0.058824
Genus: harpagonella 	 NumberInCluster: 3 	 PercentageInCluster: 1.000000
Genus: ericameria 	 NumberInCluster: 6 	 PercentageInCluster: 0.078947
Genus: halenia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: rhamnus 	 NumberInCluster: 3 	 PercentageInCluster: 0.157895
Genus: limosella 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: lasianthaea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: caesalpinia 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: picea 	 NumberInCluster: 1 	 PercentageInCluster: 0.083333
Genus: polemonium 	 NumberInCluster: 4 	 PercentageInCluster: 0.108108
Genus: muhlenbergia 	 NumberInCluster: 11 	 PercentageInCluster: 0.157143
Genus: arbutus 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: aristida 	 NumberInCluster: 4 	 PercentageInCluster: 0.072727
Genus: physaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.023810
Genus: chorizanthe 	 NumberInCluster: 1 	 PercentageInCluster: 0.019608
Genus: scabrethia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: leibnitzia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: acamptopappus 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: sphaeralcea 	 NumberInCluster: 11 	 PercentageInCluster: 0.234043
Genus: thelypodiopsis 	 NumberInCluster: 3 	 PercentageInCluster: 0.272727
Genus: clarkia 	 NumberInCluster: 1 	 PercentageInCluster: 0.013699
Genus: carlowrightia 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: ipomopsis 	 NumberInCluster: 6 	 PercentageInCluster: 0.115385
Genus: nolina 	 NumberInCluster: 3 	 PercentageInCluster: 0.214286
Genus: atriplex 	 NumberInCluster: 10 	 PercentageInCluster: 0.085470
Genus: fumaria 	 NumberInCluster: 1 	 PercentageInCluster: 0.111111
Genus: enceliopsis 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: centaurea 	 NumberInCluster: 1 	 PercentageInCluster: 0.027778
Genus: hibiscus 	 NumberInCluster: 1 	 PercentageInCluster: 0.020000
Genus: nemacladus 	 NumberInCluster: 6 	 PercentageInCluster: 0.315789
Genus: dudleya 	 NumberInCluster: 1 	 PercentageInCluster: 0.020000
Genus: ferocactus 	 NumberInCluster: 3 	 PercentageInCluster: 0.300000
Genus: chenopodium 	 NumberInCluster: 1 	 PercentageInCluster: 0.013889
Genus: henrya 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hedera 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: physalis 	 NumberInCluster: 3 	 PercentageInCluster: 0.058824
Genus: mitracarpus 	 NumberInCluster: 1 	 PercentageInCluster: 0.200000
Genus: carnegiea 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: passiflora 	 NumberInCluster: 3 	 PercentageInCluster: 0.065217
Genus: shepherdia 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: samolus 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: funastrum 	 NumberInCluster: 1 	 PercentageInCluster: 0.142857
Genus: lyrocarpa 	 NumberInCluster: 2 	 PercentageInCluster: 0.666667
Genus: amorpha 	 NumberInCluster: 2 	 PercentageInCluster: 0.100000
Genus: trichostema 	 NumberInCluster: 1 	 PercentageInCluster: 0.058824
Genus: microseris 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: hedyotis 	 NumberInCluster: 2 	 PercentageInCluster: 0.068966
Genus: manihot 	 NumberInCluster: 2 	 PercentageInCluster: 0.285714
Genus: heuchera 	 NumberInCluster: 7 	 PercentageInCluster: 0.094595
Genus: selaginella 	 NumberInCluster: 2 	 PercentageInCluster: 0.033333
Genus: lysiloma 	 NumberInCluster: 1 	 PercentageInCluster: 0.333333
Genus: monarda 	 NumberInCluster: 1 	 PercentageInCluster: 0.027027
Genus: descurainia 	 NumberInCluster: 1 	 PercentageInCluster: 0.038462
Genus: linum 	 NumberInCluster: 2 	 PercentageInCluster: 0.037736
Genus: nemastylis 	 NumberInCluster: 2 	 PercentageInCluster: 0.400000
Genus: brickellia 	 NumberInCluster: 11 	 PercentageInCluster: 0.186441
Genus: triteleiopsis 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: mohavea 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: agastache 	 NumberInCluster: 8 	 PercentageInCluster: 0.307692
Genus: epilobium 	 NumberInCluster: 1 	 PercentageInCluster: 0.018182
Genus: aquilegia 	 NumberInCluster: 7 	 PercentageInCluster: 0.175000
Genus: amaranthus 	 NumberInCluster: 5 	 PercentageInCluster: 0.098039
Genus: horsfordia 	 NumberInCluster: 2 	 PercentageInCluster: 1.000000
Genus: carex 	 NumberInCluster: 11 	 PercentageInCluster: 0.015850
Genus: errazurizia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: zuckia 	 NumberInCluster: 1 	 PercentageInCluster: 0.250000
Genus: gomphrena 	 NumberInCluster: 1 	 PercentageInCluster: 0.125000
Genus: parthenice 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: coreocarpus 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: argemone 	 NumberInCluster: 9 	 PercentageInCluster: 0.290323
Genus: eleocharis 	 NumberInCluster: 1 	 PercentageInCluster: 0.011494
Genus: packera 	 NumberInCluster: 7 	 PercentageInCluster: 0.102941
Genus: tiquilia 	 NumberInCluster: 3 	 PercentageInCluster: 0.272727
Genus: eurybia 	 NumberInCluster: 1 	 PercentageInCluster: 0.035714
Genus: canotia 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: lonicera 	 NumberInCluster: 2 	 PercentageInCluster: 0.038462
Genus: solidago 	 NumberInCluster: 1 	 PercentageInCluster: 0.006944
Genus: rhus 	 NumberInCluster: 3 	 PercentageInCluster: 0.100000
Genus: tetradymia 	 NumberInCluster: 2 	 PercentageInCluster: 0.166667
Genus: sophora 	 NumberInCluster: 2 	 PercentageInCluster: 0.166667
Genus: abies 	 NumberInCluster: 1 	 PercentageInCluster: 0.055556
Genus: mantisalca 	 NumberInCluster: 1 	 PercentageInCluster: 1.000000
Genus: hackelia 	 NumberInCluster: 4 	 PercentageInCluster: 0.095238
Genus: dithyrea 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: valeriana 	 NumberInCluster: 1 	 PercentageInCluster: 0.047619
Genus: mirabilis 	 NumberInCluster: 2 	 PercentageInCluster: 0.054054
Genus: perideridia 	 NumberInCluster: 1 	 PercentageInCluster: 0.052632
Genus: arabis 	 NumberInCluster: 2 	 PercentageInCluster: 0.013699
Genus: enteropogon 	 NumberInCluster: 1 	 PercentageInCluster: 0.500000
Genus: anoda 	 NumberInCluster: 4 	 PercentageInCluster: 0.571429
Genus: galium 	 NumberInCluster: 4 	 PercentageInCluster: 0.025157
Genus: adenophyllum 	 NumberInCluster: 3 	 PercentageInCluster: 0.750000
Genus: zigadenus 	 NumberInCluster: 1 	 PercentageInCluster: 0.050000
